activity_id,measurement_group_id,fc1_measurement_group_id,replicate_count,representation_count,measurement_representation_type,aggregation_method,aggregated_pEC50,aggregated_EC50_nM,canonical_molecule_id,parent_id,source_id,assay_id,assay_family,readout,cell_system,orthosteric_agonist,agonist_conc_or_ecxx,endpoint_type,endpoint_relation,potency_nM,pEC50,receptor_species,final_species_valid,final_identity_valid,potency_regression_eligible,unit_human_decision,row_human_decision,identity_decision,decision_provenance,divergent_duplicate_classification,divergent_duplicate_disposition,notes
ACT_26030123,MG00388,MG00388,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9154,121.51,CM00709,PARENT0820,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,120.0,6.9208,Homo sapiens,yes,yes,yes,,,PARENT0820:confirmed,human_identity_decisions.jsonl:PARENT0820,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_26030124,MG00135,MG00135,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9593,109.82,CM00246,PARENT0821,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,110.0,6.9586,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
ACT_26030125,MG00447,MG00447,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.2209,6013.12,CM00829,PARENT0822,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,6000.0,5.2218,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.22 (generic negative-log potency)
ACT_26030126,MG00387,MG00387,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.394,403.65,CM00708,PARENT0823,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,400.0,6.3979,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.4 (generic negative-log potency)
ACT_26030127,MG00040,MG00040,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3434,453.52,CM00072,PARENT0824,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,450.0,6.3468,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.35 (generic negative-log potency)
ACT_26030128,MG00218,MG00218,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4974,318.13,CM00407,PARENT0825,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,320.0,6.4949,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.5 (generic negative-log potency)
ACT_26030129,MG00473,MG00473,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0908,81.13,CM00868,PARENT0826,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,81.0,7.0915,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.09 (generic negative-log potency)
ACT_26030130,MG00239,MG00239,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6199,239.94,CM00435,PARENT0827,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,240.0,6.6198,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_26030131,MG00145,MG00145,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.601,25.06,CM00271,PARENT0828,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,25.0,7.6021,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency)
ACT_26030132,MG00045,MG00045,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.5388,28.92,CM00079,PARENT0829,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,29.0,7.5376,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.54 (generic negative-log potency)
ACT_26030133,MG00235,MG00235,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.883,1309.18,CM00429,PARENT0830,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1300.0,5.8861,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.89 (generic negative-log potency)
ACT_26030134,MG00242,MG00242,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0678,855.46,CM00440,PARENT0831,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,860.0,6.0655,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.07 (generic negative-log potency)
ACT_26030135,MG00261,MG00261,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2912,511.45,CM00472,PARENT0832,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,510.0,6.2924,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.29 (generic negative-log potency)
ACT_26030136,MG00121,MG00121,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3683,428.25,CM00218,PARENT0833,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,430.0,6.3665,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.37 (generic negative-log potency)
ACT_26030137,MG00462,MG00462,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2688,538.52,CM00850,PARENT0834,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,540.0,6.2676,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.27 (generic negative-log potency)
ACT_26030138,MG00418,MG00418,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.399,399.02,CM00768,PARENT0835,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,400.0,6.3979,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.4 (generic negative-log potency)
ACT_26030139,MG00187,MG00187,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.7206,190.28,CM00351,PARENT0836,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,190.0,6.7212,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.72 (generic negative-log potency)
ACT_26030140,MG00062,MG00062,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8219,150.7,CM00112,PARENT0837,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,150.0,6.8239,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.82 (generic negative-log potency)
ACT_26030141,MG00301,MG00301,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.1885,64.79,CM00555,PARENT0838,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,65.0,7.1871,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.19 (generic negative-log potency)
ACT_26030142,MG00383,MG00383,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0805,83.08,CM00705,PARENT0839,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,83.0,7.0809,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.08 (generic negative-log potency)
ACT_26030143,MG00074,MG00074,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.4095,38.95,CM00127,PARENT0840,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,39.0,7.4089,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.41 (generic negative-log potency)
ACT_26030146,MG00159,MG00159,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.5825,2615.17,CM00298,PARENT0796,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,2630.27,5.58,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.58 (generic negative-log potency)
ACT_26030148,MG00439,MG00439,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.2296,5893.86,CM00820,PARENT0798,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,5888.44,5.23,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.23 (generic negative-log potency)
ACT_26030149,MG00096,MG00096,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.5093,3095.28,CM00170,PARENT0799,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,3090.3,5.51,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.51 (generic negative-log potency)
ACT_26030150,MG00467,MG00467,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.7206,1902.83,CM00857,PARENT0800,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1905.46,5.72,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.72 (generic negative-log potency)
ACT_26030151,MG00200,MG00200,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.822,1506.61,CM00375,PARENT0801,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1513.56,5.82,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.82 (generic negative-log potency)
ACT_26030152,MG00416,MG00416,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.9154,1215.07,CM00766,PARENT0802,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1230.27,5.91,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.91 (generic negative-log potency)
ACT_26030153,MG00335,MG00335,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1304,740.63,CM00622,PARENT0803,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,741.31,6.13,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_26030154,MG00011,MG00011,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1304,740.63,CM00023,PARENT0804,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,741.31,6.13,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_26030155,MG00113,MG00113,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.1413,72.23,CM00205,PARENT0805,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,72.44,7.14,Homo sapiens,yes,yes,yes,,,PARENT0805:confirmed,human_identity_decisions.jsonl:PARENT0805,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.14 (generic negative-log potency)
ACT_26030157,MG00338,MG00338,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.601,2506.11,CM00627,PARENT0807,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,2511.89,5.6,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.6 (generic negative-log potency)
ACT_26030158,MG00154,MG00154,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.9254,1187.41,CM00292,PARENT0808,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1174.9,5.93,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.93 (generic negative-log potency)
ACT_26030159,MG00076,MG00076,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.817,1524.05,CM00131,PARENT0809,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1548.82,5.81,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.81 (generic negative-log potency)
ACT_26030160,MG00221,MG00221,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.8569,1390.27,CM00411,PARENT0810,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1380.38,5.86,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.86 (generic negative-log potency)
ACT_26030161,MG00163,MG00163,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.8704,1347.72,CM00310,PARENT0811,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1513.56,5.82,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.82 (generic negative-log potency)
ACT_26030162,MG00063,MG00063,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1575,695.82,CM00113,PARENT0812,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,691.83,6.16,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.16 (generic negative-log potency)
ACT_26030163,MG00268,MG00268,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2209,601.31,CM00485,PARENT0813,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,602.56,6.22,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_26030164,MG00170,MG00170,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2296,589.39,CM00321,PARENT0814,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,588.84,6.23,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_26030165,MG00183,MG00183,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.394,403.65,CM00340,PARENT0815,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,407.38,6.39,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.39 (generic negative-log potency)
ACT_26030166,MG00168,MG00168,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4418,361.58,CM00319,PARENT0816,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,363.08,6.44,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030167,MG00217,MG00217,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4418,361.58,CM00405,PARENT0817,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,363.08,6.44,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030168,MG00143,MG00143,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4469,357.36,CM00267,PARENT0818,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,354.81,6.45,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_26030169,MG00355,MG00355,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4924,321.81,CM00657,PARENT0819,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,323.59,6.49,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.49 (generic negative-log potency)
ACT_26030170,MG00388,MG00388,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9154,121.51,CM00709,PARENT0820,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,123.03,6.91,Homo sapiens,yes,yes,yes,,,PARENT0820:confirmed,human_identity_decisions.jsonl:PARENT0820,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.91 (generic negative-log potency)
ACT_26030171,MG00135,MG00135,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9593,109.82,CM00246,PARENT0821,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,109.65,6.96,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
ACT_26030172,MG00447,MG00447,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.2209,6013.12,CM00829,PARENT0822,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,6025.6,5.22,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.22 (generic negative-log potency)
ACT_26030173,MG00387,MG00387,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.394,403.65,CM00708,PARENT0823,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,407.38,6.39,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.39 (generic negative-log potency)
ACT_26030174,MG00040,MG00040,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3434,453.52,CM00072,PARENT0824,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,457.09,6.34,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.34 (generic negative-log potency)
ACT_26030175,MG00218,MG00218,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4974,318.13,CM00407,PARENT0825,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,316.23,6.5,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.5 (generic negative-log potency)
ACT_26030176,MG00473,MG00473,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0908,81.13,CM00868,PARENT0826,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,81.28,7.09,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.09 (generic negative-log potency)
ACT_26030177,MG00239,MG00239,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6199,239.94,CM00435,PARENT0827,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,239.88,6.62,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_26030178,MG00145,MG00145,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.601,25.06,CM00271,PARENT0828,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,25.12,7.6,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency)
ACT_26030179,MG00045,MG00045,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.5388,28.92,CM00079,PARENT0829,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,28.84,7.54,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.54 (generic negative-log potency)
ACT_26030180,MG00235,MG00235,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.883,1309.18,CM00429,PARENT0830,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1318.26,5.88,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.88 (generic negative-log potency)
ACT_26030181,MG00242,MG00242,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0678,855.46,CM00440,PARENT0831,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,851.14,6.07,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.07 (generic negative-log potency)
ACT_26030182,MG00261,MG00261,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2912,511.45,CM00472,PARENT0832,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,512.86,6.29,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.29 (generic negative-log potency)
ACT_26030183,MG00121,MG00121,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3683,428.25,CM00218,PARENT0833,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,426.58,6.37,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.37 (generic negative-log potency)
