canonical_molecule_id,canonical_inchikey,canonical_smiles,canonical_inchi,identity_status,canonical_representative_parent_id,all_parent_ids,all_chembl_ids,all_names,all_aliases,identity_decision,identity_decision_provenance,member_notes,modeling_eligibility_note,collision_report
CM00049,BKXHYASUZZNKFX-GOTSBHOMSA-N,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3F)c(=O)n3ccccc23)CC1,"InChI=1S/C28H30FN5O2/c29-22-7-1-2-8-23(22)32-26(35)21-17-20(24-9-4-6-14-34(24)27(21)36)18-33-15-11-28(19-30,12-16-33)25-10-3-5-13-31-25/h3-6,9-10,13-14,17,22-23H,1-2,7-8,11-12,15-16,18H2,(H,32,35)/t22-,23-/m0/s1",confirmed_structure,PARENT0172,PARENT0172,CHEMBL2204299,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0172:chembl=CHEMBL2204299,class=other_context",,
CM00050,BKZZULBYXNAOKW-UHFFFAOYSA-N,N#Cc1cnc2ccc(F)cc2c1N1CCC(C(=O)N2CCOCC2)CC1,"InChI=1S/C20H21FN4O2/c21-16-1-2-18-17(11-16)19(15(12-22)13-23-18)24-5-3-14(4-6-24)20(26)25-7-9-27-10-8-25/h1-2,11,13-14H,3-10H2",confirmed_structure,PARENT0384,PARENT0384,CHEMBL4074092,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0384:chembl=CHEMBL4074092,class=weak_PAM",,
CM00051,BLGSHGFWEVNFQT-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)N3CC(c4ccccc4)C3C)c(N)c2c1C,"InChI=1S/C19H20N4OS/c1-10-11(2)21-22-18-15(10)16(20)17(25-18)19(24)23-9-14(12(23)3)13-7-5-4-6-8-13/h4-8,12,14H,9,20H2,1-3H3",confirmed_structure,PARENT0417,PARENT0417,CHEMBL4211897,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0417:chembl=CHEMBL4211897,class=weak_PAM",,
CM00052,BOKAJJSPBODAJN-UHFFFAOYSA-N,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCCOC3)c(=O)n3ccccc23)CC1,"InChI=1S/C27H29N5O3/c28-19-27(24-8-1-3-11-29-24)9-13-31(14-10-27)17-20-16-22(25(33)30-21-6-5-15-35-18-21)26(34)32-12-4-2-7-23(20)32/h1-4,7-8,11-12,16,21H,5-6,9-10,13-15,17-18H2,(H,30,33)",confirmed_structure,PARENT0178,PARENT0178,CHEMBL2204293,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0178:chembl=CHEMBL2204293,class=other_context",,
CM00053,BOKGVUFNDGIOAI-UHFFFAOYSA-N,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5(C)C)CCNC4,"InChI=1S/C22H24N2O3/c1-22(2)10-19(25)24-16-9-18(27-4)17(26-3)8-13(16)20-14-11-23-6-5-12(14)7-15(22)21(20)24/h7-9,23H,5-6,10-11H2,1-4H3",confirmed_structure,PARENT0017,PARENT0017,CHEMBL280340,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0017:chembl=CHEMBL280340,class=other_context",,
CM00054,BPAKJFLUBIRQKF-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(c4ccc(C(F)(F)F)nc4)C3)c(N)c2c1C,"InChI=1S/C18H17F3N6OS/c1-8-9(2)25-26-17-13(8)14(22)15(29-17)16(28)24-10-6-27(7-10)11-3-4-12(23-5-11)18(19,20)21/h3-5,10H,6-7,22H2,1-2H3,(H,24,28)",confirmed_structure,PARENT0350,PARENT0350,CHEMBL4083081,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0350:chembl=CHEMBL4083081,class=pure_PAM",,
CM00055,BPGQEZBPFDQHIA-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3ccc(-c4cccnc4F)cc3)c(N)c2c1C,"InChI=1S/C21H18FN5OS/c1-11-12(2)26-27-21-16(11)17(23)18(29-21)20(28)25-10-13-5-7-14(8-6-13)15-4-3-9-24-19(15)22/h3-9H,10,23H2,1-2H3,(H,25,28)",confirmed_structure,PARENT0333,PARENT0333,CHEMBL4091821,VU0476406,8p;VU0476406,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0333:chembl=CHEMBL4091821,class=pure_PAM",,
CM00056,BRIJMFLYSZRZHK-UHFFFAOYSA-N,CCc1c(C(=O)NCc2ccc(OC)c(F)c2)sc2nnc(C)c(C)c12,"InChI=1S/C19H20FN3O2S/c1-5-13-16-10(2)11(3)22-23-19(16)26-17(13)18(24)21-9-12-6-7-15(25-4)14(20)8-12/h6-8H,5,9H2,1-4H3,(H,21,24)",confirmed_structure,PARENT0483,PARENT0483,CHEMBL4517529,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0483:chembl=CHEMBL4517529,class=weak_PAM",,
CM00057,BRSIEENODOYPIQ-UHFFFAOYSA-N,CN1Cc2ccc(-c3sccc3-c3cnn(CC4CCCC4)c3)cc2C1=O,"InChI=1S/C22H23N3OS/c1-24-13-17-7-6-16(10-20(17)22(24)26)21-19(8-9-27-21)18-11-23-25(14-18)12-15-4-2-3-5-15/h6-11,14-15H,2-5,12-13H2,1H3",confirmed_structure,PARENT0786,PARENT0786,CHEMBL5564315,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0786:chembl=CHEMBL5564315,class=other_context",,
CM00058,BSSJIWBUENLOAR-UHFFFAOYSA-N,Cc1ccc(-c2cnn(CC#N)c2)c(-c2ccc3c(c2)C(=O)N(C)C3)n1,"InChI=1S/C20H17N5O/c1-13-3-6-17(16-10-22-25(12-16)8-7-21)19(23-13)14-4-5-15-11-24(2)20(26)18(15)9-14/h3-6,9-10,12H,8,11H2,1-2H3",confirmed_structure,PARENT0756,PARENT0756,CHEMBL5542647,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0756:chembl=CHEMBL5542647,class=other_context",,
CM00059,BTUFHELPICUXQZ-UHFFFAOYSA-N,COc1cccnc1C1CCN(C2CCCN(c3ncccn3)CC2)CC1,"InChI=1S/C21H29N5O/c1-27-19-6-2-10-22-20(19)17-7-14-25(15-8-17)18-5-3-13-26(16-9-18)21-23-11-4-12-24-21/h2,4,6,10-12,17-18H,3,5,7-9,13-16H2,1H3",confirmed_structure,PARENT0454,PARENT0454,CHEMBL4567275,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0454:chembl=CHEMBL4567275,class=inactive_tested",,
CM00060,BVYRRMVNROXPGA-UHFFFAOYSA-N,Cc1cc(C)c2c(n1)oc1c(NC3CC3)ncnc12,"InChI=1S/C14H14N4O/c1-7-5-8(2)17-14-10(7)11-12(19-14)13(16-6-15-11)18-9-3-4-9/h5-6,9H,3-4H2,1-2H3,(H,15,16,18)",confirmed_structure,PARENT0709,PARENT0709,CHEMBL5088044,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0709:chembl=CHEMBL5088044,class=weak_PAM",,
CM00061,BWUJAXBHZRKFME-UHFFFAOYSA-N,Cc1nc2cc(C)c3c(N)c(C(=O)NC4CN(c5cnc(C6CC6)nc5)C4)sc3n2n1,"InChI=1S/C21H22N8OS/c1-10-5-15-25-11(2)27-29(15)21-16(10)17(22)18(31-21)20(30)26-13-8-28(9-13)14-6-23-19(24-7-14)12-3-4-12/h5-7,12-13H,3-4,8-9,22H2,1-2H3,(H,26,30)",confirmed_structure,PARENT0526,PARENT0526,CHEMBL4558206,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0526:chembl=CHEMBL4558206,class=pure_PAM",,
CM00062,BXRULSLOVLRIGH-UHFFFAOYSA-N,Cc1ccc(-c2cnn(C)c2)c(-c2ccc3c(c2)C(=O)N(C)C3)n1,"InChI=1S/C19H18N4O/c1-12-4-7-16(15-9-20-23(3)11-15)18(21-12)13-5-6-14-10-22(2)19(24)17(14)8-13/h4-9,11H,10H2,1-3H3",confirmed_structure,PARENT0841,PARENT0841,CHEMBL5630237,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0841:chembl=CHEMBL5630237,class=pure_PAM",,
CM00063,BXUKYBNPCSXYEX-UHFFFAOYSA-N,N#Cc1cnc2ccc(F)cc2c1N1CCC(C(=O)Nc2cccnc2)CC1,"InChI=1S/C21H18FN5O/c22-16-3-4-19-18(10-16)20(15(11-23)12-25-19)27-8-5-14(6-9-27)21(28)26-17-2-1-7-24-13-17/h1-4,7,10,12-14H,5-6,8-9H2,(H,26,28)",confirmed_structure,PARENT0386,PARENT0386,CHEMBL4065477,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0386:chembl=CHEMBL4065477,class=pure_PAM",,
CM00064,BYWYVYLMHOEEBG-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(c4ccc(S(=O)(=O)C(F)(F)F)cc4)C3)c(N)c2c1C,"InChI=1S/C19H18F3N5O3S2/c1-9-10(2)25-26-18-14(9)15(23)16(31-18)17(28)24-11-7-27(8-11)12-3-5-13(6-4-12)32(29,30)19(20,21)22/h3-6,11H,7-8,23H2,1-2H3,(H,24,28)",confirmed_structure,PARENT0337,PARENT0337,CHEMBL4086665,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0337:chembl=CHEMBL4086665,class=pure_PAM",,
CM00065,BZJBCWXDYRCRHE-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(O)c3ccccc3)sc2n1,"InChI=1S/C16H16N2OS/c1-9-8-10(2)18-16-12(9)13(17)15(20-16)14(19)11-6-4-3-5-7-11/h3-8,14,19H,17H2,1-2H3",confirmed_structure,PARENT0563,PARENT0563,CHEMBL4528907,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0563:chembl=CHEMBL4528907,class=inactive_tested",,
CM00066,BZOZCYUAJYUGMM-UHFFFAOYSA-N,O=C(O)c1cn(Cc2ccc(-c3ccnc(Cl)c3)cn2)c2ccsc2c1=O,"InChI=1S/C19H12ClN3O3S/c20-16-7-11(3-5-21-16)12-1-2-13(22-8-12)9-23-10-14(19(25)26)17(24)18-15(23)4-6-27-18/h1-8,10H,9H2,(H,25,26)",confirmed_structure,PARENT0092,PARENT0092,CHEMBL1093022,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0092:chembl=CHEMBL1093022,class=other_context",,
CM00067,BZRFTUSZTIRPAQ-UHFFFAOYSA-N,Cc1nc2cc(C)c3c(N)c(C(=O)NCc4ccc(S(=O)(=O)C(F)(F)F)cc4)sc3n2n1,"InChI=1S/C19H16F3N5O3S2/c1-9-7-13-25-10(2)26-27(13)18-14(9)15(23)16(31-18)17(28)24-8-11-3-5-12(6-4-11)32(29,30)19(20,21)22/h3-7H,8,23H2,1-2H3,(H,24,28)",confirmed_structure,PARENT0521,PARENT0521,CHEMBL4581412,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0521:chembl=CHEMBL4581412,class=weak_PAM",,
CM00068,CACJJIUIFBOUQZ-UHFFFAOYSA-N,N#Cc1ccc(N2CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)cc1,"InChI=1S/C22H20N4O3/c23-14-16-4-6-18(7-5-16)25-11-9-24(10-12-25)15-17-13-19(22(28)29)21(27)26-8-2-1-3-20(17)26/h1-8,13H,9-12,15H2,(H,28,29)",confirmed_structure,PARENT0102,PARENT0102,CHEMBL1683351,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0102:chembl=CHEMBL1683351,class=other_context",,
CM00069,CAKYHLSPNKXGKK-UHFFFAOYSA-N,Cc1ccc(CNc2ncnc3c2sc2nc(C)cc(C)c23)c(F)c1,"InChI=1S/C19H17FN4S/c1-10-4-5-13(14(20)6-10)8-21-18-17-16(22-9-23-18)15-11(2)7-12(3)24-19(15)25-17/h4-7,9H,8H2,1-3H3,(H,21,22,23)",confirmed_structure,PARENT0674,PARENT0674,CHEMBL5085995,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0674:chembl=CHEMBL5085995,class=other_context",,
CM00070,CAXMANIKZVDXRB-UHFFFAOYSA-N,COc1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CNCC4,"InChI=1S/C19H18N2O2/c1-23-13-3-4-15-16(9-13)21-17(22)5-2-11-8-12-10-20-7-6-14(12)18(15)19(11)21/h3-4,8-9,20H,2,5-7,10H2,1H3",confirmed_structure,PARENT0025,PARENT0025,CHEMBL23165,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0025:chembl=CHEMBL23165,class=other_context",,
CM00071,CBQRSKMWUASQDA-UHFFFAOYSA-N,Cc1sc2ncnc(N3CCC(C(=O)Nc4ccc(S(N)(=O)=O)cc4)CC3)c2c1C,"InChI=1S/C20H23N5O3S2/c1-12-13(2)29-20-17(12)18(22-11-23-20)25-9-7-14(8-10-25)19(26)24-15-3-5-16(6-4-15)30(21,27)28/h3-6,11,14H,7-10H2,1-2H3,(H,24,26)(H2,21,27,28)",confirmed_structure,PARENT0306,PARENT0306,CHEMBL1357034,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0306:chembl=CHEMBL1357034,class=pure_PAM",,
CM00072,CCAIBCIUMCOWOE-UHFFFAOYSA-N,Cc1ncc(CNc2ncnc3c2sc2ncc(Cl)c(C)c23)cn1,"InChI=1S/C16H13ClN6S/c1-8-11(17)6-21-16-12(8)13-14(24-16)15(23-7-22-13)20-5-10-3-18-9(2)19-4-10/h3-4,6-7H,5H2,1-2H3,(H,20,22,23)",confirmed_structure,PARENT0824,PARENT0824,CHEMBL5590312,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0824:chembl=CHEMBL5590312,class=pure_PAM",,
CM00073,CCCXXTGNZDMCQC-UHFFFAOYSA-N,Cc1ccc(-c2cnn(CC3CCCC3)c2)c(-c2cccc(N)c2)n1,"InChI=1S/C21H24N4/c1-15-9-10-20(21(24-15)17-7-4-8-19(22)11-17)18-12-23-25(14-18)13-16-5-2-3-6-16/h4,7-12,14,16H,2-3,5-6,13,22H2,1H3",confirmed_structure,PARENT0854,PARENT0854,CHEMBL5630535,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0854:chembl=CHEMBL5630535,class=pure_PAM",,
CM00074,CCJUTQGSODTVEI-UHFFFAOYSA-N,Cc1nc2sc(C(=O)NC(C)(C)C)c(N)c2c(C)c1Cl,"InChI=1S/C14H18ClN3OS/c1-6-8-10(16)11(12(19)18-14(3,4)5)20-13(8)17-7(2)9(6)15/h16H2,1-5H3,(H,18,19)",confirmed_structure,PARENT0199,PARENT0199,CHEMBL2313371,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0199:chembl=CHEMBL2313371,class=pure_PAM",,
CM00075,CCNNNCNYEOXXMF-UHFFFAOYSA-N,O=C(c1ccc(F)cc1)N1CCN2C(=O)c3ccccc3C12c1ccccc1,"InChI=1S/C23H17FN2O2/c24-18-12-10-16(11-13-18)21(27)25-14-15-26-22(28)19-8-4-5-9-20(19)23(25,26)17-6-2-1-3-7-17/h1-13H,14-15H2",confirmed_structure,PARENT0266,PARENT0266,CHEMBL1459098,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0266:chembl=CHEMBL1459098,class=NAM",,
CM00076,CDCFGVTZBFXAIW-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(c4nc5cccnc5s4)C3)c(N)c2c1C,"InChI=1S/C18H17N7OS2/c1-8-9(2)23-24-17-12(8)13(19)14(27-17)15(26)21-10-6-25(7-10)18-22-11-4-3-5-20-16(11)28-18/h3-5,10H,6-7,19H2,1-2H3,(H,21,26)",confirmed_structure,PARENT0357,PARENT0357,CHEMBL4062934,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0357:chembl=CHEMBL4062934,class=pure_PAM",,
CM00077,CDHVOPPCNVPHDW-UHFFFAOYSA-N,COc1ccc(CNC(=O)c2sc3nnc(C)c(C)c3c2N)cc1,"InChI=1S/C17H18N4O2S/c1-9-10(2)20-21-17-13(9)14(18)15(24-17)16(22)19-8-11-4-6-12(23-3)7-5-11/h4-7H,8,18H2,1-3H3,(H,19,22)",confirmed_structure,PARENT0307,PARENT0307,CHEMBL3933538,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0307:chembl=CHEMBL3933538,class=pure_PAM",,
CM00078,CDISHVUEGKRDNG-UHFFFAOYSA-N,Cc1cc2c(nc1N1CCC(Oc3cccc(C#N)c3)CC1)COC2=O,"InChI=1S/C20H19N3O3/c1-13-9-17-18(12-25-20(17)24)22-19(13)23-7-5-15(6-8-23)26-16-4-2-3-14(10-16)11-21/h2-4,9-10,15H,5-8,12H2,1H3",confirmed_structure,PARENT0438,PARENT0438,CHEMBL4215436,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0438:chembl=CHEMBL4215436,class=pure_PAM",,
CM00079,CDXJNCMEYUFFBP-UHFFFAOYSA-N,Cc1c(Cl)cnc2sc3c(N4CC5(COC5)C4)ncnc3c12,"InChI=1S/C15H13ClN4OS/c1-8-9(16)2-17-14-10(8)11-12(22-14)13(19-7-18-11)20-3-15(4-20)5-21-6-15/h2,7H,3-6H2,1H3",confirmed_structure,PARENT0829,PARENT0829,CHEMBL5592710,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0829:chembl=CHEMBL5592710,class=pure_PAM",,
CM00080,CECBYXHCFGMEDN-UHFFFAOYSA-N,Cc1ccc(-c2cnn(CCCN(C)C)c2)c(-c2ccc3c(c2)C(=O)N(C)C3)n1,"InChI=1S/C23H27N5O/c1-16-6-9-20(19-13-24-28(15-19)11-5-10-26(2)3)22(25-16)17-7-8-18-14-27(4)23(29)21(18)12-17/h6-9,12-13,15H,5,10-11,14H2,1-4H3",confirmed_structure,PARENT0778,PARENT0778,CHEMBL5559730,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0778:chembl=CHEMBL5559730,class=pure_PAM",,
CM00081,CEWFDWGMYMACGB-UHFFFAOYSA-N,Cc1cc2nccn2c2sc(C(=O)NC3Cc4ccccc4C3)c(N)c12,"InChI=1S/C20H18N4OS/c1-11-8-15-22-6-7-24(15)20-16(11)17(21)18(26-20)19(25)23-14-9-12-4-2-3-5-13(12)10-14/h2-8,14H,9-10,21H2,1H3,(H,23,25)",confirmed_structure,PARENT0506,PARENT0506,CHEMBL4571349,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0506:chembl=CHEMBL4571349,class=pure_PAM",,
CM00082,CGFVUNKRJXACED-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(=O)NCc3ccccc3F)sc2n1,"InChI=1S/C17H16FN3OS/c1-9-7-10(2)21-17-13(9)14(19)15(23-17)16(22)20-8-11-5-3-4-6-12(11)18/h3-7H,8,19H2,1-2H3,(H,20,22)",confirmed_structure,PARENT0260,PARENT0260,CHEMBL2435354,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0260:chembl=CHEMBL2435354,class=pure_PAM",,
CM00083,CGQGRCDXSPURIB-UHFFFAOYSA-N,O=C1CCc2cc3c(c4c5cc(O)ccc5n1c24)CNCC3,"InChI=1S/C18H16N2O2/c21-12-2-3-15-13(8-12)17-14-9-19-6-5-10(14)7-11-1-4-16(22)20(15)18(11)17/h2-3,7-8,19,21H,1,4-6,9H2",confirmed_structure,PARENT0009,PARENT0009,CHEMBL23249,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0009:chembl=CHEMBL23249,class=other_context",,
CM00084,CGWRGBAOGWNYQF-UHFFFAOYSA-N,Cc1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3,"InChI=1S/C19H18N2O/c1-11-2-4-16-15(8-11)18-14-6-7-20-10-13(14)9-12-3-5-17(22)21(16)19(12)18/h2,4,8-9,20H,3,5-7,10H2,1H3",confirmed_structure,PARENT0015,PARENT0015,CHEMBL23116,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0015:chembl=CHEMBL23116,class=other_context",,
CM00085,CGXPIUWTBYSLSS-UHFFFAOYSA-N,Cc1cc(C)c2c(n1)sc1c(N3CCCC3)ncnc12,"InChI=1S/C15H16N4S/c1-9-7-10(2)18-15-11(9)12-13(20-15)14(17-8-16-12)19-5-3-4-6-19/h7-8H,3-6H2,1-2H3",confirmed_structure,PARENT0695,PARENT0695,CHEMBL5086238,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0695:chembl=CHEMBL5086238,class=pure_PAM",,
CM00086,CHEDIRAZCBLFFH-UHFFFAOYSA-N,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5)CNCC4,"InChI=1S/C20H20N2O3/c1-24-16-8-14-15(9-17(16)25-2)22-18(23)4-3-11-7-12-10-21-6-5-13(12)19(14)20(11)22/h7-9,21H,3-6,10H2,1-2H3",confirmed_structure,PARENT0020,PARENT0020,CHEMBL22397,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0020:chembl=CHEMBL22397,class=other_context",,
CM00087,CHIUBJVMSXBOBQ-HWHTXHROSA-N,C#CC[N+]12CC[C@@]34c5ccccc5N5C(=O)C[C@@H]6OCC=C(C1)[C@H](C[C@@H]32)[C@@H]6[C@H]54,"InChI=1S/C24H25N2O2/c1-2-9-26-10-8-24-17-5-3-4-6-18(17)25-21(27)13-19-22(23(24)25)16(12-20(24)26)15(14-26)7-11-28-19/h1,3-7,16,19-20,22-23H,8-14H2/q+1/t16-,19-,20-,22-,23-,24+,26?/m0/s1",confirmed_structure,PARENT0050,PARENT0050,CHEMBL1202233,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0050:chembl=CHEMBL1202233,class=other_context",,
CM00088,CHOSNVWZSYIWJH-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)N3CC(c4cccc(F)c4)C3)c(N)c2c1C,"InChI=1S/C18H17FN4OS/c1-9-10(2)21-22-17-14(9)15(20)16(25-17)18(24)23-7-12(8-23)11-4-3-5-13(19)6-11/h3-6,12H,7-8,20H2,1-2H3",confirmed_structure,PARENT0407,PARENT0407,CHEMBL4216213,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0407:chembl=CHEMBL4216213,class=pure_PAM",,
CM00089,CIJKWWGOTUIBJB-UHFFFAOYSA-N,Cc1ccn(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccnc43)cc2)n1,"InChI=1S/C20H16N4O3/c1-13-8-10-24(22-13)15-6-4-14(5-7-15)11-23-12-17(20(26)27)18(25)16-3-2-9-21-19(16)23/h2-10,12H,11H2,1H3,(H,26,27)",confirmed_structure,PARENT0079,PARENT0079,CHEMBL1091236,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0079:chembl=CHEMBL1091236,class=other_context",,
CM00090,CISKUOUBMUXVOX-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(C(=O)c4ccncc4)C3)c(N)c2c1C,"InChI=1S/C18H18N6O2S/c1-9-10(2)22-23-17-13(9)14(19)15(27-17)16(25)21-12-7-24(8-12)18(26)11-3-5-20-6-4-11/h3-6,12H,7-8,19H2,1-2H3,(H,21,25)",confirmed_structure,PARENT0360,PARENT0360,CHEMBL4066301,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0360:chembl=CHEMBL4066301,class=pure_PAM",,
CM00091,CJRABJQHOMPBQD-UHFFFAOYSA-N,Cc1cc2nccn2c2sc(C(=O)NC3Cc4cccnc4C3)c(N)c12,"InChI=1S/C19H17N5OS/c1-10-7-14-22-5-6-24(14)19-15(10)16(20)17(26-19)18(25)23-12-8-11-3-2-4-21-13(11)9-12/h2-7,12H,8-9,20H2,1H3,(H,23,25)",confirmed_structure,PARENT0507,PARENT0507,CHEMBL4462813,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0507:chembl=CHEMBL4462813,class=pure_PAM",,
CM00092,CJRUILKGAAWIQU-UHFFFAOYSA-N,COc1ccc(NC(=O)c2sc3nc(C)c(Cl)c(C)c3c2N)cc1,"InChI=1S/C17H16ClN3O2S/c1-8-12-14(19)15(24-17(12)20-9(2)13(8)18)16(22)21-10-4-6-11(23-3)7-5-10/h4-7H,19H2,1-3H3,(H,21,22)",confirmed_structure,PARENT0205,PARENT0205,CHEMBL2313400,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0205:chembl=CHEMBL2313400,class=weak_PAM",,
CM00093,CKCRKIDYWQVHLW-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(O)c3ccc(O)cc3)sc2n1,"InChI=1S/C16H16N2O2S/c1-8-7-9(2)18-16-12(8)13(17)15(21-16)14(20)10-3-5-11(19)6-4-10/h3-7,14,19-20H,17H2,1-2H3",confirmed_structure,PARENT0562,PARENT0562,CHEMBL4517315,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0562:chembl=CHEMBL4517315,class=inactive_tested",,
CM00094,CKLGZXFOLMHCMC-UHFFFAOYSA-N,COc1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc32)cc1,"InChI=1S/C17H12F3NO4/c1-24-11-4-2-10(3-5-11)9-21-14-7-6-12(25-17(18,19)20)8-13(14)15(22)16(21)23/h2-8H,9H2,1H3",confirmed_structure,PARENT0236,PARENT0236,CHEMBL466253,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0236:chembl=CHEMBL466253,class=inactive_tested",,
CM00095,CKORZEDWJBEKIZ-UHFFFAOYSA-N,Cc1nc2cnc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cn2c1C,"InChI=1S/C17H16Cl2N6O/c1-9-10(2)25-8-13(20-5-16(25)22-9)17(26)23-11-6-24(7-11)14-3-15(19)21-4-12(14)18/h3-5,8,11H,6-7H2,1-2H3,(H,23,26)",confirmed_structure,PARENT0581,PARENT0581,CHEMBL4649459,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0581:chembl=CHEMBL4649459,class=pure_PAM",,
CM00096,CLMFWBQLHGQYBB-UHFFFAOYSA-N,Cc1sc2ncnc(N3CCC(C(=O)NCc4ccc(S(N)(=O)=O)cc4)CC3)c2c1C,"InChI=1S/C21H25N5O3S2/c1-13-14(2)30-21-18(13)19(24-12-25-21)26-9-7-16(8-10-26)20(27)23-11-15-3-5-17(6-4-15)31(22,28)29/h3-6,12,16H,7-11H2,1-2H3,(H,23,27)(H2,22,28,29)",confirmed_structure,PARENT0283,PARENT0283,CHEMBL3809384,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0283:chembl=CHEMBL3809384,class=weak_PAM",,
