window,layer,metric,cosine,norm_R2,norm_R3,distance,relative_distance
2,L4,dINT,0.3867067768892214,0.6241980394433528,0.732896519545573,0.7569313140644105,1.1155174251503093
3,L0,dPAM,0.7280423689041039,17.705405724263837,25.11261987481343,17.225196308261026,0.8045768606683364
3,L0,dAGO,0.7812786172586805,33.078526293627,8.79347144323547,26.776950664589723,1.2789908345364829
3,L0,dINT,-0.8004872334037687,18.54288144790407,19.64904200050567,36.238627470952295,1.8977115682536394
3,L1,dPAM,-0.2744207317334825,0.5951209285592746,0.375011507702834,0.7856789737288344,1.619735500765302
3,L1,dAGO,0.3027294152028301,0.7265948635465608,0.20066342658198627,0.6927693659884441,1.4942317008401285
3,L1,dINT,-0.645500371218479,0.35624733057343616,0.4638033806240719,0.745208784019846,1.817470002389556
3,L2,dPAM,-0.2744208345538514,0.5951209289931122,0.37501154931562103,0.7856790318329742,1.6197355503501472
3,L2,dAGO,0.30272900951198717,0.7265948692430523,0.20066350992537282,0.692769454524087,1.4942317483188878
3,L2,dINT,-0.645500453259981,0.35624727428080366,0.4638034643925496,0.7452088306693843,1.817470055267445
3,L3,dPAM,0.16915753319745686,14.322390240926483,34.66610799702351,35.197953901432186,1.436988483723934
3,L3,dAGO,0.25160265376360447,36.73498493868517,18.999805609177624,36.86781491388344,1.3229731215091889
3,L3,dINT,-0.46963503868964046,36.6744997868371,37.29087854230991,63.40502468470578,1.7144514397682789
3,L4,dPAM,0.2620472203903623,0.38860099747089094,0.7794398641486708,0.7744634858016719,1.3260897135530512
3,L4,dAGO,0.25813571592023027,0.8200134021440926,0.44052233986300815,0.8246132440523553,1.3083536096157917
3,L4,dINT,-0.42601938246377147,0.7893536295230442,0.8353566686609815,1.3721251061149988,1.6890704855489043
4,L0,dPAM,0.4096361903806281,13.610272467254553,15.858524950518774,16.121461640348663,1.0941377357072215
4,L0,dAGO,-0.018016651516047182,5.480847883651173,14.863286252571042,15.934000361624069,1.5664466479557844
4,L0,dINT,0.472785913624535,14.229931949852311,28.004591054138473,24.6968514527659,1.1695101398650705
4,L1,dPAM,-0.7675876297760635,0.5501213763622421,0.7502737390636548,1.224407995283291,1.8831322584325163
4,L1,dAGO,-0.4582551165366016,0.15383609279158061,0.1983577813210516,0.30162606523935365,1.7128410651622694
4,L1,dINT,-0.6511693097081266,0.5498813809514206,0.7268580931617552,1.16241919510805,1.8209183920086236
4,L2,dPAM,-0.767587472469956,0.5501213151725034,0.7502737701853905,1.2244079157866705,1.883132179709353
4,L2,dAGO,-0.4582554530053224,0.1538361454663483,0.19835779037299048,0.3016261500867672,1.7128412467860366
4,L2,dINT,-0.6511690403525753,0.5498812538793856,0.726858127607553,1.1624190227905198,1.8209182541807758
4,L3,dPAM,-0.04312687039795739,32.362855267252336,22.538251654180435,40.22736450382377,1.4654482125976758
4,L3,dAGO,-0.23752945701891576,15.645055728218882,33.52743215877401,40.22490754798916,1.6360737183130998
4,L3,dINT,-0.4448633040483812,37.35709455406608,45.14996312288692,70.24776255606915,1.7028303889133043
4,L4,dPAM,0.08543036998154291,0.6579731643758614,0.5472779619022642,0.8190945543940484,1.3592097721965255
4,L4,dAGO,-0.456788173983868,0.33527749302092785,0.7181056860390397,0.9208928739911987,1.7484480335313455
4,L4,dINT,-0.39065506777899645,0.7742818858996016,1.0038063332109621,1.4880848551900516,1.673803177138671
