window,region,metric,cosine,norm_R2,norm_R3,distance,relative_distance
0,ACh_pocket,dPAM,0.7084430750555728,33.74445974646796,22.64111703914876,23.849326008290074,0.8459371125693175
0,ACh_pocket,dAGO,0.6666788830715387,21.792049324033698,23.621591756098745,18.61477666212969,0.8197878971775853
0,ACh_pocket,dINT,0.8178562833697132,38.773082368644125,36.81880263728665,22.888165171651636,0.6055720179449389
0,compound110_pocket,dPAM,0.8095366758026197,39.785932812017535,33.94419429662744,23.421526287848977,0.6353312331426257
0,compound110_pocket,dAGO,0.39312397844521274,31.816209954650905,24.24247566635866,31.520356715749127,1.1245485464588199
0,compound110_pocket,dINT,0.6662188507800544,60.391848167882955,48.95793415705395,45.87471219720134,0.839045331812055
0,ECV_anchor,dPAM,0.7936049024792011,46.08818747875158,56.29829014900176,34.2827536660893,0.6696734658795697
0,ECV_anchor,dAGO,0.1684237917945272,37.0716039373946,45.76282419042427,53.82450682655998,1.2995685017226242
0,ECV_anchor,dINT,0.6723131631521649,65.50010245873258,98.34069274690977,72.80095806118568,0.88867925683357
0,W435_gate,dPAM,0.1955142581981341,74.61482949549823,57.96756747916718,85.06655873969747,1.2832255364330525
0,W435_gate,dAGO,0.5455602075095116,72.88833683083281,69.7382164563764,68.04301176405951,0.9541422714891005
0,W435_gate,dINT,0.6271677469196169,100.10565584955093,55.28593157806559,78.33031984653833,1.0081668016040526
0,species_probe,dPAM,0.8373488608232289,59.31522665293068,39.51843677077668,33.976993389215814,0.6875591212996706
0,species_probe,dAGO,0.2718885646079335,36.711525441905884,39.649510274162786,46.133513152665095,1.208299827786574
0,species_probe,dINT,0.5545398733772007,45.81852575224466,58.952889336133524,50.783923835571976,0.969423268603064
0,global,dPAM,0.900443382521513,31.174619683371247,21.552984846095953,15.045306750575538,0.5706804579816388
0,global,dAGO,0.22693232564935745,9.563853704286448,6.4586041217900805,10.254073992473037,1.279962675362396
0,global,dINT,0.9424202719791784,24.96337068683088,22.698232783983716,8.389458103999294,0.3520426294149565
0,distal_control,dPAM,0.3140611800884271,35.643101939362985,23.369308947837265,35.96328501293035,1.2188380197403785
0,distal_control,dAGO,0.4925721671005412,19.332543886744087,29.19406520081979,25.884930383832717,1.0668345005159803
0,distal_control,dINT,-0.22095892348129398,26.912981424139637,35.886367813816854,49.38570911008002,1.5728095819257584
1,ACh_pocket,dPAM,0.5402524402244379,22.3713323676106,30.53784641265914,26.360302696328063,0.9964359040914856
1,ACh_pocket,dAGO,-0.434922035323552,12.779721411060942,30.286507831699804,37.646642724206934,1.7483138591956098
1,ACh_pocket,dINT,0.34362246915783695,19.514677281664163,55.176030673154656,51.81921654951241,1.3875679577400282
1,compound110_pocket,dPAM,0.5779036439363394,20.43176935990609,30.591122923742823,25.116904348833348,0.9845347147003054
1,compound110_pocket,dAGO,-0.5058596795366674,16.338307295160057,31.22085950545509,41.92560492462617,1.763092490681897
1,compound110_pocket,dINT,0.12615765103203028,25.452025808957302,56.12216783857304,58.6267037637651,1.4373835925876792
1,ECV_anchor,dPAM,0.29882142836333114,30.62794082764351,35.81712340553689,39.564125719587445,1.190882307848849
1,ECV_anchor,dAGO,-0.5167534921989904,29.096911183472415,31.8458726373729,53.08911844889389,1.7422610232233895
1,ECV_anchor,dINT,-0.12809251944506483,30.84104247771773,62.9310575720263,73.54391242090757,1.56856703394494
1,W435_gate,dPAM,0.08003152723221242,34.08803428352962,29.833612003891563,43.46561045079052,1.3599653004977095
1,W435_gate,dAGO,-0.103492067692577,27.935746853818706,66.41831634254913,74.67159053748652,1.5827954410841103
1,W435_gate,dINT,-0.052323869207768416,40.94707584037019,80.88770443216735,92.55316898383107,1.5193226232574122
1,species_probe,dPAM,-0.22058343631070648,27.472238671428077,38.06585665176759,51.62446604031789,1.5754033066031636
1,species_probe,dAGO,-0.6002058225040464,30.772084684104506,65.39943970627938,87.40600009251858,1.8177106091760822
1,species_probe,dINT,-0.40132743435982027,37.27866712475332,77.02104474810228,98.11501739273413,1.7168025323086562
1,global,dPAM,0.8709165353047512,17.6276868164378,26.58510387086013,14.185242027906709,0.6416804642907122
1,global,dAGO,-0.7827316034949761,10.519671534925058,23.517095777257758,32.41913862682582,1.9049481597050495
1,global,dINT,0.5055456520248002,10.991451162885143,47.26072006877829,42.76870621736443,1.4683986987292643
1,distal_control,dPAM,0.6346259800144765,24.602780307283385,36.59732318836962,28.316631149991608,0.9253785380282212
1,distal_control,dAGO,0.2578198477769719,25.137530818777726,54.56699290831505,53.87169747201315,1.3517851924307114
1,distal_control,dINT,0.6480343561391634,27.993480981119667,83.62563766155338,68.86814054646267,1.2339846682884257
2,ACh_pocket,dPAM,-0.11041755166799894,25.154700161514793,15.301434136840502,30.85276191744646,1.525245179873785
2,ACh_pocket,dAGO,0.6897347158281286,21.349404421014416,26.22639216335719,19.267359779236173,0.8099647788373721
2,ACh_pocket,dINT,0.3919252309334913,27.01646370725096,37.86432021215945,36.90187477870698,1.1375286348125346
2,compound110_pocket,dPAM,-0.17475508341338297,18.50278845564943,17.63140841289246,27.6991068788591,1.5331242578674107
2,compound110_pocket,dAGO,0.33592594568482803,26.9866183345491,26.30365295437863,30.712341463008947,1.1526434645638646
2,compound110_pocket,dINT,0.04603613595587277,37.91723113106362,36.09156574133486,51.13039550666851,1.3817383248325052
2,ECV_anchor,dPAM,-0.19277965097641978,28.991607543442502,25.547821115431976,42.17555697934127,1.5466079501175194
2,ECV_anchor,dAGO,0.13023468519090764,25.13320347281361,32.93762952555923,38.74198600890462,1.3343010254387149
2,ECV_anchor,dINT,0.038269893129937275,22.2318992885961,53.282861658014085,56.944299561794764,1.5081634066763463
2,W435_gate,dPAM,0.3303250764037768,60.90754573882216,48.724986859682765,64.21237590924913,1.1714109742298302
2,W435_gate,dAGO,-0.27976299202963995,37.620461971886456,84.63517296838099,101.78384154799959,1.6650985714929194
2,W435_gate,dINT,0.043174613393097847,71.0905472717292,120.70687481644417,137.41558373490616,1.432924199280773
2,species_probe,dPAM,0.13977716127656226,63.0607695180557,30.254189827447817,66.01990793303271,1.414990873833863
2,species_probe,dAGO,-0.3155880521435682,45.636540194171864,62.9191225676487,88.62209564238194,1.6327493819797423
2,species_probe,dINT,-0.2033721943585867,95.40998671780875,76.98585510763046,134.22933447049815,1.557222413826119
2,global,dPAM,-0.5333728434810894,13.281781296625832,7.213842182457969,18.183866210961213,1.774414545575373
2,global,dAGO,0.7330009114436169,16.513974707601353,14.753125459379445,11.54123171462591,0.7382348636739824
2,global,dINT,0.4216159530111954,17.644394033520594,20.11966047094887,20.415158871427494,1.081195286857311
2,distal_control,dPAM,-0.1261291856114823,26.603060043255393,11.573006110964698,30.320321891915906,1.5884466340471388
2,distal_control,dAGO,0.2084517471745185,24.597118419651473,20.86701660336015,28.748342461210626,1.2646602622774934
2,distal_control,dINT,0.2819551151239946,28.076102062901892,25.268857022486795,32.04240878212346,1.2013284603268146
3,ACh_pocket,dPAM,0.19910170912323075,22.66122979325098,29.661511381026635,33.55112017111592,1.2824679830654586
3,ACh_pocket,dAGO,0.3879326747652019,40.54587639194834,13.045814429350054,37.46684270782573,1.3982332758546094
3,ACh_pocket,dINT,-0.29392485414012864,27.76071078642042,25.419515770651994,42.797583102648034,1.6095299276966468
3,compound110_pocket,dPAM,0.35227545845831415,16.78441097149502,24.472625507703057,24.315129030491473,1.1787142803022816
3,compound110_pocket,dAGO,0.1139135690154916,33.17067583348114,16.84015775378729,35.448844024345725,1.4176465970113385
3,compound110_pocket,dINT,-0.34344532406153827,28.075997791267657,25.986442460822424,44.32503844338622,1.6397720205266757
3,ECV_anchor,dPAM,-0.1719655028647747,27.088461337509944,27.37274703160116,41.69018956202094,1.5310049413323876
3,ECV_anchor,dAGO,-0.10670206607628699,44.237497432515596,43.24102022549923,65.07654981902743,1.4878292765187269
3,ECV_anchor,dINT,-0.30239472432163306,33.53331604694586,41.88748991833408,61.061840339583476,1.619230650165509
3,W435_gate,dPAM,0.3482387050628588,77.03550557375665,38.66027866108887,73.17668626985768,1.2649844893452593
3,W435_gate,dAGO,0.3616057018854005,42.80639686611201,56.37367733874983,57.14156642853724,1.1522791626573745
3,W435_gate,dINT,0.3172795376817272,77.79635124400632,54.13759038399936,79.43912173316834,1.2042257019372755
3,species_probe,dPAM,0.12439241988716533,55.791676332608716,53.5366057958832,72.35872180276604,1.3236963097567729
3,species_probe,dAGO,-0.31155580291932405,33.387263184018266,27.257804363944857,49.241937037021756,1.6239387316397058
3,species_probe,dINT,0.1594515478291778,56.68592289190127,63.49504745138238,78.08389622260357,1.299438604956601
3,global,dPAM,0.7280423689041039,17.705405724263837,25.11261987481343,17.225196308261026,0.8045768606683364
3,global,dAGO,0.7812786172586805,33.078526293627,8.79347144323547,26.776950664589723,1.2789908345364829
3,global,dINT,-0.8004872334037687,18.54288144790407,19.64904200050567,36.238627470952295,1.8977115682536394
3,distal_control,dPAM,-0.09823919733031375,27.905224571677277,39.89311646812873,50.881108780907894,1.500954389165198
3,distal_control,dAGO,0.02733192600335553,43.83467717788561,32.35464722436214,53.76592611173461,1.4113768965287845
3,distal_control,dINT,-0.3086530400911,28.919317697742585,27.00166798988242,45.24878666825814,1.6183114840292037
4,ACh_pocket,dPAM,0.24101030544742957,28.39593001669303,23.6819142542244,32.29578167151262,1.2402887302133594
4,ACh_pocket,dAGO,-0.0837160398892683,17.519715268292718,15.691369297444773,24.47831623407553,1.4741052003660728
4,ACh_pocket,dINT,0.26548202792421044,36.79290948750547,33.27368201392397,42.553860217505054,1.2146690542706624
4,compound110_pocket,dPAM,0.49597678375143145,16.13208441716675,26.541548243650144,23.237312215136523,1.0890712023433204
4,compound110_pocket,dAGO,-0.24477476965234518,21.703355594392516,24.348347909170844,36.36723341147851,1.5794088228968342
4,compound110_pocket,dINT,0.14586816913758696,27.36581245306923,44.5215930041175,48.74030426143197,1.3560178991425627
4,ECV_anchor,dPAM,0.11511587715421227,36.18321993021303,26.53789552088934,42.33687127360768,1.3500037736609987
4,ECV_anchor,dAGO,0.5821035321524396,26.7068515376276,27.5184020301979,24.79733481866529,0.9146046606365253
4,ECV_anchor,dINT,0.4955266077155773,53.702117070714515,36.17667644821563,47.61603380016953,1.0595610362780563
4,W435_gate,dPAM,-0.17152931153514453,48.13346732561052,66.27955621577047,88.34171221345711,1.5442597263677
4,W435_gate,dAGO,0.4842063310095374,49.163161436668524,73.6537740422729,65.84240195305199,1.072203954548948
4,W435_gate,dINT,0.17964898332581405,74.49943502177504,108.73747786826995,120.2637724338427,1.312658792783847
4,species_probe,dPAM,-0.6931431878994037,54.83576988874551,59.306024536456476,105.03569091032303,1.840442257619381
4,species_probe,dAGO,0.7164358186686997,34.50100455269985,58.08115074788506,41.139616277226146,0.8887158900904577
4,species_probe,dINT,0.01639495063513887,72.55263654545988,86.66777599494998,112.11157997633684,1.4082563684839484
4,global,dPAM,0.4096361903806281,13.610272467254553,15.858524950518774,16.121461640348663,1.0941377357072215
4,global,dAGO,-0.018016651516047182,5.480847883651173,14.863286252571042,15.934000361624069,1.5664466479557844
4,global,dINT,0.472785913624535,14.229931949852311,28.004591054138473,24.6968514527659,1.1695101398650705
4,distal_control,dPAM,-0.17954386928166327,27.627134812054557,20.87662915642176,37.49933582020054,1.5462443634094953
4,distal_control,dAGO,0.13401627470192753,18.05049877349038,19.046247450821365,24.421957216327066,1.3166630339305543
4,distal_control,dINT,0.24770413929644342,31.85612121461588,30.63185706184391,38.336636624094645,1.2270083840602237
