candidate_id,replica_id,window_id,start_frame,end_frame,frame_count,context,system,trajectory_path,topology_path,topology_source_path,topology_note,trajectory_frames_total,frame_spacing_ps,receptor_selection,preprocessing_version,checkpoint_sha256,raw_path,atom14_path,embedding_path,embedding_dim,finite,norm,status,checkpoint_missing_keys,checkpoint_unexpected_keys,receptor_residues,receptor_atoms,ca_neighbour_min_A,ca_neighbour_max_A
compound110,1,0,0,99,100,candidate_probe,compound110__candidate_probe,project/results/pacer_dc_production_v01/compound110__candidate_probe/replica_01/trajectory.dcd,project/results/pacer_dc_four_context_v01/compound110/replica_01/window_000_reaudit_498a2d2/topology/candidate_probe_w000_minimized.pdb,project/results/pacer_dc_membrane_reference_v01/compound110__candidate_probe/minimized.pdb,dropped 64141 CONECT records (hex serials break the PDB parser),100,10.0,chainID E and protein,pacer_dc_atom14_v0.1,a79bce2e8f91d9cd59840965e145a119c3202e30516e1e0f69452dee6f211997,raw/candidate_probe_w000.npz,atom14/candidate_probe_w000.npy,embeddings/candidate_probe_w000.npy,1024,True,1.0,ok,[],"[""norm.1.log_logit_scale""]",270,4349,3.595,4.065
compound110,1,0,0,99,100,candidate_no_probe,compound110__candidate_no_probe,project/results/pacer_dc_production_v01/compound110__candidate_no_probe/replica_01/trajectory.dcd,project/results/pacer_dc_four_context_v01/compound110/replica_01/window_000_reaudit_498a2d2/topology/candidate_no_probe_w000_minimized.pdb,project/results/pacer_dc_membrane_reference_v01/compound110__candidate_no_probe/minimized.pdb,dropped 64115 CONECT records (hex serials break the PDB parser),100,10.0,chainID E and protein,pacer_dc_atom14_v0.1,a79bce2e8f91d9cd59840965e145a119c3202e30516e1e0f69452dee6f211997,raw/candidate_no_probe_w000.npz,atom14/candidate_no_probe_w000.npy,embeddings/candidate_no_probe_w000.npy,1024,True,1.0,ok,[],"[""norm.1.log_logit_scale""]",270,4349,3.654,4.103
compound110,1,0,0,99,100,probe_only,probe_only,project/results/pacer_dc_production_v01/probe_only/replica_01/trajectory.dcd,project/results/pacer_dc_four_context_v01/compound110/replica_01/window_000_reaudit_498a2d2/topology/probe_only_w000_minimized.pdb,project/results/pacer_dc_membrane_reference_v01/probe_only/minimized.pdb,dropped 64086 CONECT records (hex serials break the PDB parser),100,10.0,chainID E and protein,pacer_dc_atom14_v0.1,a79bce2e8f91d9cd59840965e145a119c3202e30516e1e0f69452dee6f211997,raw/probe_only_w000.npz,atom14/probe_only_w000.npy,embeddings/probe_only_w000.npy,1024,True,1.0,ok,[],"[""norm.1.log_logit_scale""]",270,4349,3.631,4.081
compound110,1,0,0,99,100,apo,apo,project/results/pacer_dc_production_v01/apo/replica_01/trajectory.dcd,project/results/pacer_dc_four_context_v01/compound110/replica_01/window_000_reaudit_498a2d2/topology/apo_w000_minimized.pdb,project/results/pacer_dc_membrane_reference_v01/apo/minimized.pdb,dropped 64060 CONECT records (hex serials break the PDB parser),500,10.0,chainID E and protein,pacer_dc_atom14_v0.1,a79bce2e8f91d9cd59840965e145a119c3202e30516e1e0f69452dee6f211997,raw/apo_w000.npz,atom14/apo_w000.npy,embeddings/apo_w000.npy,1024,True,1.0,ok,[],"[""norm.1.log_logit_scale""]",270,4349,3.623,4.073
